	gram_1	gram_2	gram_3	Freq
1383	exchange	rost	leadership	3
1384	human	encounter	emotion	3
1385	ideology	construct	produce	7
1386	social	identity	process	13
1387	group	collective	theory	3
1388	listen	presence	apply	3
1389	relational	leadership	explain	3
1390	team	high	power	7
1391	theory	employee	perception	3
1392	work	characteristic	index	3
1393	team	member	share	10
1394	state	university	model	3
1395	network	theory	extension	3
1396	motivation	action	theory	5
1397	ongoing	construction	more	3
1398	changing	revolution	mind	3
1399	leader	reward	follower	5
1400	relational	identify	basic	3
1401	context	interrelate	social	3
1402	purpose	social	support	3
1403	conscientiousness	civic	virtue	8
1404	technology	supply	chain	6
1405	factor	situation	people	3
1406	report	team	member	3
1407	organization	predominant	explore	3
1408	ceo	top	management	6
1409	examine	role	leadership	6
1410	motivator	hygiene	theory	3
1411	system	information	technology	3
1412	dachler	colleague	call	3
1413	clear	expectation	standard	3
1414	principal	instructional	management	3
1415	extent	nature	subordinate	3
1416	ability	meet	expectation	6
1417	reality	emergent	reflection	3
1418	emphasis	approach	relationship	3
1419	decision	approach	role	3
1420	truth	multiple	reality	3
1421	outcome	differentiation	process	4
1422	depend	bring	relationship	3
1423	activate	team	member	3
1424	subordinate	source	information	3
1425	measure	financial	performance	3
1426	high	control	job	4
1427	high	characteristic	relation	5
1428	foster	knowledge	share	4
1429	process	move	construction	3
1430	leader	strongest	form	4
1431	resource	management	system	4
1432	organizational	research	program	75
1433	map	identify	contact	3
1434	psychological	process	individual	4
1435	business	process	redesign	6
1436	relational	ontology	raise	3
1437	information	outcome	leader	3
1438	basis	interpret	behavior	3
1439	operate	learn	organisation	8
1440	future	investigation	critical	3
1441	leadership	make	model	5
1442	combination	competence	commitment	4
1443	evidence	support	theory	3
1444	change	subordinate	directive	3
1445	entity	relational	constructionism	3
1446	analysis	methodology	available	3
1447	term	categorization	identification	3
1448	culture	safety	behaviour	3
1449	influence	individual	perceive	4
1450	develop	skill	knowledge	5
1451	consideration	relationship	foster	3
1452	status	organization	member	5
1453	role	make	explanation	3
1454	relational	dynamic	structuring	3
1455	member	top	management	4
1456	intend	personal	individual	6
1457	need	independence	friendship	3
1458	lean	production	implementation	4
1459	positive	negative	emotion	4
1460	contingent	factor	situation	3
1461	psychological	capacity	positive	3
1462	response	consider	set	3
1463	influence	individual	perception	3
1464	resource	management	human	4
1465	understanding	theory	approach	3
1466	group	member	leadership	5
1467	gain	broader	understanding	3
1468	group	team	organization	5
1469	leadership	focus	break	3
1470	leader	stress	affective	6
1471	discover	opportunity	challenge	3
1472	leader	group	larger	3
1473	perception	leader	suggest	5
1474	contagion	affect	extent	3
1475	understanding	leader	affect	4
1476	relationship	leadership	construct	7
1477	industrial	organizational	psychology	6
1478	theory	plan	behavior	3
1479	generation	emergence	social	3
1480	delegate	authority	responsibility	3
1481	refer	leader	action	3
1482	extend	dyad	introduce	3
1483	mind	individual	relation	3
1484	technology	acceptance	model	11
1485	interaction	relationship	process	3
1486	influence	behavior	follower	5
1487	theory	leadership	approach	4
1488	team	member	experience	3
1489	work	concept	knowledge	3
1490	form	status	influence	3
1491	theory	draw	work	3
1492	desire	meet	exchange	3
1493	leadership	consider	separate	3
1494	behaviour	younger	older	4
1495	model	link	safety	3
1496	theorize	process	individual	3
1497	employee	advocate	role	6
1498	methodology	provide	insight	3
1499	prototypical	characteristic	cognitive	3
1500	employee	group	term	5
1501	enact	high	characteristic	3
1502	neuroticism	locus	control	6
1503	distribute	mind	construct	3
1504	start	process	person	3
1505	social	create	change	3
1506	dachler	hosking	identify	3
1507	leadership	perception	form	4
1508	way	message	clear	3
1509	engage	open	dialogue	3
1510	develop	relationship	leader	3
1511	emergence	social	emergent	3
1512	achieve	organizational	objective	4
1513	influence	work	experience	3
1514	strongest	form	function	4
1515	institute	management	development	3
1516	follower	recall	report	3
1517	term	transactional	transformational	3
1518	emphasize	relational	relation	3
1519	ongoing	local	cultural	6
1520	action	relation	change	3
1521	relationship	context	larger	3
1522	evaluation	personal	loyal	3
1523	leadership	relational	capture	4
1524	affect	team	outcome	3
1525	relational	multiple	reality	5
1526	psychological	resource	depletion	5
1527	need	closure	increase	3
1528	factor	contribute	formation	3
1529	interdependence	meeting	requirement	3
1530	firm	engage	corporate	3
1531	managerial	performance	emphasis	6
1532	stressor	leadership	behaviour	3
1533	prior	history	leader	5
1534	theory	leadership	categorization	3
1535	support	theory	moderate	3
1536	nature	relationship	leader	3
1537	high	context	structure	4
1538	leader	sole	major	3
1539	create	change	view	3
1540	develop	call	social	3
1541	role	human	resource	16
1542	organizational	participant	work	3
1543	single	factor	solution	5
1544	body	mind	heart	3
1545	program	understanding	theory	3
1546	employee	perceive	life	6
1547	history	role	bound	3
1548	employee	life	satisfaction	6
1549	training	program	understanding	3
1550	person	leader	situation	4
1551	principal	closeness	centrality	4
1552	difference	entity	reality	3
1553	match	leader	situation	3
1554	multilevel	approach	leadership	3
1555	depersonalize	sense	shift	3
1556	loafing	arise	combination	3
1557	discussion	provide	example	3
1558	positive	encourage	message	4
1559	training	program	develop	3
1560	compositional	unit	property	5
1561	high	status	group	4
1562	network	theory	appear	3
1563	believe	people	motivated	3
1564	organization	core	value	3
1565	leadership	produce	enable	4
1566	actual	observe	behavior	3
1567	individual	organization	predominant	3
1568	process	outcome	linkage	5
1569	member	attribution	leader	5
1570	possibility	woman	man	4
1571	project	manager	competence	3
1572	need	closure	political	5
1573	relationship	manager	time	3
1574	human	resource	practice	56
1575	perception	relational	characteristic	3
1576	concept	relational	collective	3
1577	teacher	experience	school	3
1578	planning	assimilation	phase	5
1579	subordinate	feel	obligation	3
1580	follower	anticipate	leader	3
1581	neglect	consideration	larger	3
1582	affective	criterion	leader	3
1583	project	leadership	student	8
1584	hope	learn	fundamental	3
1585	knowledge	share	enterprise	11
1586	influence	perception	incoming	3
1587	systems	research	model	4
1588	global	unit	property	5
1589	person	understand	know	3
1590	specific	leadership	role	3
1591	responsibility	human	resource	3
1592	function	athlete	leader	3
1593	relative	bring	interpersonal	3
1594	relational	link	focus	3
1595	reality	approach	hosking	3
1596	action	embed	collective	3
1597	motivate	individual	interest	3
1598	interdependent	work	group	4
1599	woman	power	leadership	3
1600	cross	sectional	nature	4
1601	analysis	theory	development	3
1602	relational	concept	trait	3
1603	form	positive	leadership	5
1604	support	trust	autocratic	5
1605	consistent	entity	imply	3
1606	behavior	leader	engage	4
1607	individual	collectivity	organization	3
1608	operational	human	resource	3
1609	construction	emanate	connection	3
1610	student	achievement	school	5
1611	mind	knowledge	view	3
1612	aesthetic	define	frederick	3
1613	member	identification	group	4
1614	process	leadership	multiple	3
1615	promote	characteristic	teaching	3
1616	organizational	scholar	observer	3
1617	theory	social	work	3
1618	time	money	employee	3
1619	gender	issue	feminism	3
1620	good	psychometric	property	3
1621	exert	moderate	influence	3
1622	relate	individual	reduce	3
1623	questionnaire	form	supervisory	3
1624	delegation	consistency	mentorship	3
1625	autocratic	democratic	leadership	7
1626	leadership	relationship	engage	3
1627	female	leadership	principle	4
1628	individual	member	group	3
1629	report	bass	avolio	3
1630	understanding	identify	way	3
1631	hollander	leadership	share	3
1632	culture	related	enterprise	4
1633	perceive	leader	status	3
1634	model	interpersonal	influence	3
1635	gain	access	benefit	4
1636	high	performance	rating	3
1637	skill	institutional	position	4
1638	embed	social	bound	3
1639	personalize	social	contagion	3
1640	access	benefit	relationship	4
1641	construction	perceive	consistent	3
1642	leadership	characteristic	process	3
1643	new	product	development	3
1644	younger	manager	rate	3
1645	assume	organization	bring	3
1646	follower	rating	competence	31
1647	share	collective	leadership	3
1648	influence	perceive	ease	5
1649	support	autocratic	leadership	3
1650	authority	management	power	17
1651	suggest	human	resource	3
1652	mediate	relationship	employee	7
1653	reality	approach	assume	6
1654	organizational	reward	system	3
1655	junior	leader	senior	3
1656	meeting	requirement	interdependence	3
1657	leader	transformational	transactional	5
1658	perception	characteristic	management	4
1659	organizational	policy	practice	4
1660	social	responsibility	leadership	5
1661	range	proactive	integrative	3
1662	identification	imply	psychological	3
1663	follower	behavior	leader	5
1664	human	imagination	contribution	3
1665	behavior	influence	leader	3
1666	need	structure	leader	3
1667	work	detail	innovation	4
1668	moderate	role	relationship	3
1669	depend	reaction	follower	3
1670	framework	approach	engage	3
1671	health	related	outcome	3
1672	behavior	depend	subordinate	3
1673	appropriate	direction	support	4
1674	main	finding	implication	3
1675	performance	collectivist	work	3
1676	gain	measure	integration	3
1677	relation	change	behavior	6
1678	social	expect	perceive	3
1679	form	leadership	focus	4
1680	view	leadership	political	3
1681	group	follower	leader	4
1682	member	conceive	term	3
1683	provide	empirical	evidence	3
1684	leader	collaborator	organization	3
1685	organizational	outcome	congruence	6
1686	contribute	create	hosking	3
1687	member	network	sponsorship	4
1688	ease	technology	influence	4
1689	key	human	interaction	3
1690	characteristic	manager	employee	4
1691	relative	effectiveness	vary	4
1692	framework	objective	enhance	3
1693	relationship	social	relation	3
1694	manager	style	situation	3
1695	follower	commitment	motivation	4
1696	follower	mental	health	4
1697	encounter	leader	similar	3
1698	systems	framework	research	4
1699	individual	interpersonal	group	4
1700	dimension	distinguish	task	3
1701	mediate	need	fulfillment	3
1702	taxonomy	friendship	network	3
1703	individual	theory	capability	3
1704	key	role	leadership	3
1705	accomplish	interaction	researcher	3
1706	social	identity	group	8
1707	sustainable	competitive	advantage	14
1708	surprising	younger	manager	3
1709	elementary	high	school	4
1710	man	woman	occupy	6
1711	strong	safety	culture	4
1712	form	factor	contribute	3
1713	job	stressor	related	3
1714	unambiguous	routine	invariant	4
1715	member	friendly	open	4
1716	leadership	corporate	social	9
1717	relationship	form	affect	3
1718	respond	development	relationship	3
1719	annual	meeting	north	3
1720	relationship	leadership	organizational	4
1721	trait	activation	theory	3
1722	interest	social	definition	3
1723	influence	aim	attain	3
1724	characteristic	cognitive	behavioral	3
1725	relevant	situation	behavior	3
1726	explicit	knowledge	share	5
1727	relate	construe	reference	3
1728	articulate	inspiring	approach	3
1729	relevant	process	outcome	5
1730	approach	ground	theory	3
1731	identify	individual	leader	3
1732	competence	commitment	apply	3
1733	strategic	corporate	social	3
1734	procedure	department	project	3
1735	relationship	leader	behavior	6
1736	view	person	organization	3
1737	member	relationship	characteristic	3
1738	service	performance	employee	3
1739	leader	relationship	related	3
1740	leadership	benefit	understanding	3
1741	exchange	theory	process	3
1742	reliant	individual	organization	3
1743	moderation	reward	participation	4
1744	range	resource	approach	3
1745	social	responsibility	action	4
1746	theory	leadership	recognize	4
1747	occupational	stress	management	3
1748	job	follower	produce	6
1749	think	entity	clear	3
1750	control	procedural	fairness	3
1751	data	perceptual	measure	3
1752	vroom	expectancy	theory	4
1753	dialogue	movement	human	3
1754	subordinate	directive	structuring	3
1755	lead	group	member	3
1756	policy	rule	procedure	3
1757	search	trait	identify	3
1758	characteristic	servant	leader	3
1759	process	personal	identification	3
1760	event	experience	mark	3
1761	approach	solving	problem	4
1762	social	psychological	approach	5
1763	ethic	related	cognition	3
1764	social	responsibility	lead	4
1765	leadership	authority	management	17
1766	characterize	high	emphasis	4
1767	leadership	function	divide	3
1768	characteristic	management	characterise	3
1769	establish	norm	expectation	3
1770	leadership	set	moment	3
1771	focus	enterprise	resource	3
1772	follower	willing	exert	3
1773	prediction	specific	combination	3
1774	participant	investigate	act	3
1775	social	categorization	approach	3
1776	leadership	researcher	focus	3
1777	resuscitation	unit	team	5
1778	leader	display	strong	6
1779	directive	structuring	approach	3
1780	influence	leader	value	3
1781	appoint	leader	share	3
1782	state	norm	reciprocity	3
1783	process	individual	engage	3
1784	leadership	development	program	9
1785	individual	role	relationship	3
1786	support	engage	extreme	3
1787	outside	scientific	observer	3
1788	heart	attack	incident	3
1789	reflection	leadership	account	3
1790	global	compositional	compilational	4
1791	framework	group	member	3
1792	knowledge	asset	process	3
1793	difference	man	woman	6
1794	perceive	prototypical	leader	3
1795	growth	approach	communication	3
1796	participate	construct	rule	3
1797	confidence	hope	optimism	3
1798	individual	organization	decide	3
1799	work	house	bass	3
1800	change	approach	consistent	3
1801	praise	recognition	effective	3
1802	culture	country	organization	3
1803	social	responsibility	implicit	3
1804	management	implement	organization	3
1805	leadership	management	organization	6
1806	decision	prior	approval	3
1807	theory	capability	organize	3
1808	leader	people	magnitude	3
1809	deal	newer	employee	3
1810	personal	identification	value	3
1811	data	collect	collaborative	3
1812	intelligent	social	action	9
1813	organisational	commitment	positive	3
1814	functional	approach	leadership	4
1815	relationship	superior	subordinate	3
1816	management	manager	subordinate	6
1817	earn	follower	latitude	3
1818	characteristic	athlete	leader	5
1819	employee	relationship	reciprocal	4
1820	characteristic	distinguish	leader	4
1821	party	process	move	3
1822	individual	anxious	ambivalent	3
1823	corporate	business	operation	6
1824	knowledge	asset	organization	4
1825	perceive	leader	intention	3
1826	proceed	perceive	construct	3
1827	public	human	service	20
1828	understanding	causality	strong	3
1829	scholar	data	collect	3
1830	work	model	attachment	3
1831	predict	leadership	network	3
1832	individual	employee	service	4
1833	mind	individual	access	3
1834	adopt	ontology	view	3
1835	school	operate	learn	8
1836	work	life	satisfaction	3
1837	dyad	relationship	traditional	3
1838	relation	form	fulfill	3
1839	clear	expectation	behavior	3
1840	behavior	description	questionnaire	14
1841	apply	organizational	insider	3
1842	social	reality	lie	3
1843	nurse	occupational	stress	3
1844	conception	instrumental	influence	3
1845	process	team	reflection	17
1846	leader	elect	appoint	3
1847	evidence	suggest	leadership	3
1848	opportunity	future	investigation	3
1849	genuine	equality	woman	3
1850	act	local	cultural	3
1851	group	lead	individual	3
1852	outcome	directiveness	group	4
1853	member	workgroup	superior	6
1854	report	international	institute	3
1855	methodology	map	identify	3
1856	mind	nature	assume	3
1857	speech	act	interaction	3
1858	individual	performance	behavior	3
1859	centralize	leadership	provide	3
1860	emphasize	individual	identity	3
1861	relationship	organization	people	3
1862	complexity	job	autonomy	4
1863	relationship	develop	dyad	3
1864	lay	foundation	theory	3
1865	manager	public	human	5
1866	experience	leader	interest	3
1867	relationship	team	member	15
1868	understanding	basis	language	3
1869	constructivist	concept	individual	3
1870	team	member	leadership	5
1871	integration	business	process	4
1872	human	resource	leadership	5
1873	resident	training	performance	3
1874	creativity	measure	divergent	3
1875	leader	member	interaction	9
1876	factor	analysis	bass	3
1877	process	leadership	hope	3
1878	relational	leadership	issue	3
1879	autonomy	private	manager	3
1880	participant	identify	party	3
1881	analysis	use	develop	3
1882	entity	clear	separation	3
1883	role	relationship	leader	3
1884	intergroup	form	relationship	3
1885	multiple	analysis	issue	4
1886	network	theory	explain	3
1887	student	outcome	measure	3
1888	bring	increase	responsible	3
1889	task	complexity	leadership	3
1890	style	high	task	4
1891	discretionary	recognize	formal	3
1892	salesperson	perception	ethical	5
1893	theory	approach	relational	4
1894	enactment	behavior	reflective	6
1895	tendency	positive	light	3
1896	culture	characterize	power	4
1897	network	relation	metric	3
1898	responsibility	team	member	3
1899	relationship	reform	positive	3
1900	possibility	consider	avenue	3
1901	view	leadership	social	7
1902	leader	transactional	transformational	3
1903	ongoing	interaction	endure	3
1904	consistency	electronic	meeting	3
1905	offer	definition	relational	3
1906	emerge	entity	implication	3
1907	trust	team	member	4
1908	adopt	modern	discourse	3
1909	effort	accomplishment	expectancy	7
1910	author	human	resource	3
1911	human	service	organization	23
1912	achieve	enterprise	resource	3
1913	relate	organizational	citizenship	6
1914	positive	managerial	performance	3
1915	leadership	science	investigate	4
1916	satisfaction	organizational	citizenship	4
1917	change	organization	implication	3
1918	approach	assume	social	3
1919	influence	relationship	interact	3
1920	shift	think	leadership	3
1921	store	follower	influence	3
1922	interaction	leader	member	3
1923	woman	movement	way	3
1924	shamir	integrate	identity	3
1925	demand	job	control	10
1926	develop	leadership	capacity	3
1927	team	member	power	4
1928	leadership	team	outcome	3
1929	individual	team	member	17
1930	leadership	behaviour	dimension	4
1931	past	future	leadership	3
1932	managerial	job	behaviour	7
1933	moderator	relationship	leader	3
1934	expectation	perceive	similarity	3
1935	learn	organizational	paradigm	7
1936	behaviour	description	questionnaire	10
1937	implement	corporate	social	5
1938	theory	reality	management	3
1939	evidence	relevant	model	3
1940	enter	organization	change	3
1941	action	manager	embed	3
1942	positive	moderator	relationship	4
1943	relation	enact	subject	3
1944	theoretical	development	empirical	4
1945	process	relate	constructive	3
1946	local	process	broader	3
1947	influence	strategy	subordinate	4
1948	difference	behavior	organizational	3
1949	person	organization	ongoing	3
1950	understanding	collective	leadership	4
1951	believe	teacher	responsibility	3
1952	performance	objective	monitor	3
1953	effective	performance	achievement	4
1954	manager	execute	job	3
1955	influence	perception	leader	3
1956	knowledge	lean	leadership	3
1957	unique	person	reinforce	3
1958	leadership	safety	culture	3
1959	identify	basic	unit	3
1960	benefit	intensive	interview	3
1961	overarching	framework	investigation	3
1962	relational	leadership	accord	3
1963	embed	work	relational	3
1964	member	exchange	receipt	3
1965	manager	employee	relation	5
1966	leader	rating	follower	10
1967	relationship	feel	extent	3
1968	opportunity	access	information	3
1969	leadership	social	identity	11
1970	nursing	department	chairperson	23
1971	sex	difference	leadership	4
1972	key	theory	approach	3
1973	organization	servant	leader	3
1974	leave	control	practice	3
1975	style	corporate	social	3
1976	strategy	switch	attention	3
1977	individual	leader	function	3
1978	answer	authority	science	3
1979	educational	diversity	elaboration	3
1980	leadership	relational	term	3
1981	job	stressor	leadership	4
1982	serve	positive	moderator	9
1983	process	group	member	4
1984	open	black	box	4
1985	follower	influence	leader	4
1986	open	change	leadership	3
1987	entity	relational	offer	5
1988	dynamic	norm	violate	3
1989	difference	male	female	5
1990	trait	related	interpersonal	4
1991	perceive	job	context	3
1992	concept	transform	leadership	3
1993	benefit	characterize	high	3
1994	organization	manufacturing	firm	3
1995	approach	assume	individual	3
1996	safety	related	event	7
1997	membership	dynamics	ground	3
1998	sense	shift	perception	3
1999	resource	management	firm	3
2000	behavior	increase	follower	4
2001	future	cross	cultural	6
2002	generation	function	leadership	4
2003	research	relational	bond	3
2004	individual	team	organizational	6
2005	gender	leadership	role	3
2006	direct	social	process	3
2007	identity	analysis	leadership	9
2008	issue	transference	examine	3
2009	bond	develop	leadership	3
2010	commitment	form	basis	3
2011	develop	relationship	influence	3
2012	decentralize	human	resource	6
2013	attempt	define	concept	4
2014	resource	management	give	3
2015	organizational	leadership	propose	6
2016	theory	give	rise	3
2017	theory	vroom	yetton	3
2018	leader	lead	time	4
2019	framework	way	identify	3
2020	develop	differentiate	relationship	3
2021	content	issue	employee	3
2022	training	job	knowledge	7
2023	social	psychological	theory	5
2024	change	circumstance	live	3
2025	apply	follower	rating	7
2026	concept	influence	relationship	3
2027	group	identity	value	5
2028	component	need	agreement	3
2029	set	potential	provide	3
2030	decide	change	daily	3
2031	individual	ability	lead	3
2032	attachment	theory	leadership	4
2033	local	knowledge	creation	4
2034	leadership	focus	identify	3
2035	transformational	transactional	dimension	3
2036	construction	ongoing	local	3
2037	structuration	theory	assume	3
2038	theory	interdependence	meeting	3
2039	trait	predict	behavior	3
2040	outcome	reside	individual	6
2041	individual	experience	stress	3
2042	share	knowledge	team	4
2043	leadership	work	effort	3
2044	consider	true	score	3
2045	commitment	congruent	omnibus	3
2046	member	group	leader	3
2047	encourage	support	behavior	3
2048	responsibility	leadership	social	3
2049	distant	organizational	member	3
2050	supervisor	organizational	reward	3
2051	leader	effective	engage	3
2052	leader	function	interact	3
2053	reduce	concept	uncertainty	4
2054	bass	avolio	argue	6
2055	influence	attempt	distribution	3
2056	people	feel	good	3
2057	approach	explain	relationship	4
2058	identity	follower	concept	4
2059	characteristic	trust	work	3
2060	institutional	driver	corporate	3
2061	firm	business	process	5
2062	complementary	approach	manage	3
2063	performance	emphasis	flexibility	6
2064	target	leader	supervisor	3
2065	leader	administer	subordinate	4
2066	function	relational	process	3
2067	outside	normal	theory	4
2068	relational	accord	hollander	3
2069	conceptualize	operationalize	relational	3
2070	information	feel	motivation	3
2071	practice	line	supervisor	9
2072	reduction	mechanism	context	3
2073	situational	perception	middle	3
2074	employee	motivation	content	3
2075	team	member	challenge	5
2076	moderate	relationship	burnout	3
2077	role	personal	leader	3
2078	career	role	fit	3
2079	leadership	power	struggle	10
2080	appealing	value	distinguish	3
2081	romantic	view	leadership	3
2082	focal	firm	supply	4
2083	identity	group	member	3
2084	follower	avoidant	leader	3
2085	make	examine	approach	3
2086	organization	people	leader	4
2087	effective	school	leader	3
2088	expectation	follower	leader	3
2089	transform	high	strain	3
2090	system	support	group	5
2091	process	engagement	participatory	3
2092	related	leader	emergence	4
2093	credit	model	innovative	3
2094	theory	organizational	leadership	3
2095	business	unit	performance	4
2096	department	service	characteristic	10
2097	manager	decide	success	3
2098	theory	integration	network	3
2099	participant	leader	effective	3
2100	interest	research	focus	3
2101	causality	strong	sense	3
2102	relation	sector	manager	4
2103	compliance	behavior	employee	4
2104	interaction	event	emerge	3
2105	life	story	approach	4
2106	multiple	approach	entity	3
2107	hosking	approach	subject	3
2108	perceive	benefit	feedback	3
2109	tendency	characteristic	outcome	6
2110	resource	practice	create	3
2111	talk	friend	taxonomy	3
2112	understand	term	methodology	3
2113	social	responsibility	view	6
2114	scholar	adopt	focus	3
2115	approach	consider	relational	3
2116	relationship	supervisor	subordinate	4
2117	evoke	physical	place	3
2118	reflection	mediate	interactive	3
2119	approach	hosking	network	3
2120	health	care	industry	6
2121	limit	believe	people	3
2122	maintenance	oriented	leadership	4
2123	leadership	emerge	operate	3
2124	increase	responsible	people	3
2125	dyad	leadership	relationship	3
2126	assume	multiple	reality	3
2127	graen	call	stage	3
2128	require	dynamic	examination	3
2129	create	value	outside	3
2130	person	relationship	feeling	3
2131	creativity	innovation	outcome	3
2132	expansion	dyadic	partnership	4
2133	reflect	follower	value	3
2134	specific	application	concept	3
2135	leader	increase	follower	3
2136	share	related	organizational	3
2137	interaction	generate	image	3
2138	phenomena	true	interaction	3
2139	relationship	manager	subordinate	3
2140	social	utility	network	3
2141	social	responsibility	implementation	3
2142	good	relationship	leader	3
2143	characteristic	influence	leadership	3
2144	framework	research	leadership	3
2145	relational	social	reality	3
2146	team	member	high	3
2147	leadership	key	ask	3
2148	emergent	coordination	approach	3
2149	job	demand	high	3
2150	define	leadership	hold	4
2151	organizational	life	view	3
2152	practice	develop	human	3
2153	develop	basis	generate	3
2154	construct	notion	position	3
2155	high	characteristic	trust	3
2156	performance	product	development	5
2157	organizational	climate	innovation	3
2158	define	extent	follower	3
2159	description	questionnaire	consideration	4
2160	struggle	team	member	6
2161	leadership	graen	offer	3
2162	organize	contribute	structuring	4
2163	process	knowledge	asset	7
2164	mutual	purpose	leader	6
2165	compare	contrast	theory	4
2166	active	leadership	role	9
2167	approach	attitude	change	3
2168	feedback	benefit	cost	3
2169	extent	leadership	science	8
2170	balance	processing	internalize	3
2171	organization	approach	relationship	3
2172	context	offer	approach	3
2173	rating	commitment	follower	4
2174	knowledge	intensive	service	3
2175	high	idiosyncrasy	credit	5
2176	create	change	organization	3
2177	drive	understanding	apply	3
2178	leader	display	frequent	3
2179	actor	relationship	equal	3
2180	extent	individual	define	5
2181	group	social	identity	11
2182	reality	structure	dynamic	3
2183	social	negotiate	accept	4
2184	state	leader	display	3
2185	organization	social	identity	5
2186	action	related	language	5
2187	relationship	culture	leadership	3
2188	secondary	embedding	mechanism	4
2189	specific	behavior	relevant	4
2190	process	reflect	value	3
2191	interdependent	relationship	intersubjective	3
2192	constant	change	hosking	3
2193	bright	dark	side	5
2194	link	mission	expect	4
2195	influence	relationship	leader	4
2196	value	interest	research	3
2197	leadership	perception	lord	4
2198	leadership	member	satisfaction	3
2199	point	cognition	mind	3
2200	individual	emerge	leader	7
2201	factor	structure	multifactor	7
2202	attempt	influence	model	3
2203	membership	understand	appreciate	3
2204	influence	behavior	leader	4
2205	high	power	struggle	9
2206	pro	performance	norm	4
2207	gender	congruent	local	3
2208	social	scientist	management	3
2209	describe	work	relationship	3
2210	life	domain	satisfaction	3
2211	leader	reinforce	behavior	3
2212	cultural	difference	leadership	4
2213	timely	accuracy	characteristic	3
2214	distinguishable	object	nature	3
2215	leadership	function	leader	4
2216	contrary	relational	identity	3
2217	autonomy	competence	relatedness	6
2218	offer	view	leadership	3
2219	rost	define	leadership	3
2220	researcher	interpersonal	intrapersonal	3
2221	limit	ability	advance	3
2222	remains	approach	depend	3
2223	respondent	difference	approach	3
2224	effort	build	maintain	3
2225	view	leadership	change	3
2226	share	responsibility	leadership	4
2227	apply	leadership	collective	3
2228	group	social	constructionism	3
2229	member	enter	organization	3
2230	concentrate	individual	distribute	3
2231	high	member	relation	3
2232	difference	student	outcome	4
2233	extent	individual	identify	4
2234	manager	subordinate	interactive	3
2235	model	describe	process	4
2236	worker	commitment	decision	11
2237	increase	sense	investment	3
2238	organizational	citizenship	behavior	240
2239	remain	feasible	set	4
2240	rating	competence	commitment	27
2241	suggestion	apply	follower	3
2242	information	technology	systems	3
2243	confidence	follower	achieve	3
2244	masculine	look	leader	7
2245	flexible	manufacturing	systems	3
2246	consider	relative	illuminate	3
2247	leader	engage	follower	6
2248	employee	service	behavior	3
2249	nominal	group	produce	3
2250	identity	require	personal	3
2251	transformational	transactional	arrange	3
2252	produce	rousseau	black	3
2253	social	constructivist	approach	3
2254	alternative	theoretical	approach	3
2255	manager	score	high	4
2256	network	analysis	develop	3
2257	merge	group	lead	3
2258	share	cultural	element	13
2259	interorganizational	business	process	5
2260	relation	organizational	actor	3
2261	support	innovation	organizational	3
2262	leadership	people	management	3
2263	predominant	explore	relational	3
2264	organizational	group	culture	3
2265	superior	middle	manager	3
2266	evoke	prevention	focus	4
2267	relationship	leader	assertive	4
2268	individual	interest	heart	3
2269	female	way	lead	4
2270	inter	follower	process	6
2271	consider	relational	purpose	3
2272	contribute	understanding	leadership	4
2273	operate	contend	understanding	3
2274	share	interest	enhance	3
2275	job	context	manager	4
2276	human	resource	developmental	9
2277	understanding	relationship	social	4
2278	behavior	group	organization	3
2279	person	attempt	define	5
2280	turn	lead	increase	3
2281	exchange	theory	share	4
2282	resource	leader	staff	3
2283	mediate	relationship	intention	4
2284	change	leader	collaborator	3
2285	model	explain	process	3
2286	emotion	attribution	intentionality	4
2287	asset	centralize	leadership	3
2288	work	concept	component	3
2289	management	team	organization	3
2290	collaborator	influence	real	3
2291	cultural	power	distance	3
2292	activate	infuse	work	3
2293	perceive	social	environment	4
2294	learn	approach	perceive	3
2295	sensory	experience	inform	3
2296	difficult	stressful	task	4
2297	working	life	employee	3
2298	research	program	project	12
2299	multiple	reality	construct	7
2300	creativity	problem	solving	3
2301	normal	theory	command	4
2302	group	member	satisfaction	10
2303	leadership	dynamics	offer	4
2304	impression	management	employ	3
2305	purpose	approach	leader	3
2306	reality	construct	relation	4
2307	dimension	team	outcome	3
2308	management	organization	search	3
2309	member	power	struggle	4
2310	scholar	observer	recognize	3
2311	influence	dynamic	interaction	4
2312	relationship	specific	sense	3
2313	expect	positive	association	4
2314	individual	group	organization	7
2315	comprise	value	attitude	5
2316	explanation	leadership	phenomena	3
2317	leadership	recognize	form	3
2318	originality	group	efficacy	4
2319	strength	relation	implicit	5
2320	leadership	organisational	culture	3
2321	behavior	organizational	citizenship	22
2322	interact	individual	organization	5
2323	dyad	complex	interactive	3
2324	value	contribution	care	4
2325	major	component	turn	4
2326	behavior	diverse	set	3
2327	effective	assessment	program	5
2328	physical	psychological	remains	3
2329	composition	group	male	3
2330	life	characteristic	working	3
2331	data	theory	tangible	3
2332	adopt	methodology	map	3
2333	high	entitativity	group	5
2334	group	aesthetic	sensory	3
2335	social	construction	member	3
2336	successful	implementation	change	3
2337	insufficient	adoration	childhood	3
2338	engage	contribute	advance	3
2339	engage	interaction	series	3
2340	negotiate	group	explore	3
2341	dimension	leadership	state	4
2342	increase	organizational	citizenship	4
2343	accord	strong	situation	3
2344	analysis	theory	generation	3
2345	role	group	organization	3
