	gram_1	gram_2	Freq
7361	affective	stress	5
7362	behaviour	seek	4
7363	inform	cognition	3
7364	design	fact	3
7365	supportive	manner	4
7366	fail	leader	3
7367	uncertainty	reflect	3
7368	argue	construct	5
7369	feel	react	3
7370	motivation	value	4
7371	trait	skill	14
7372	develop	theoretical	8
7373	leadership	numerous	3
7374	function	athlete	5
7375	community	hospital	3
7376	train	actor	4
7377	evidence	factor	4
7378	behavioral	intention	6
7379	appropriate	emphasis	3
7380	specific	group	4
7381	control	behavior	9
7382	consider	process	5
7383	leader	reputation	14
7384	teamwork	employee	3
7385	ability	perceive	11
7386	norm	theory	4
7387	workgroup	diversity	3
7388	acknowledge	critical	5
7389	person	perceive	9
7390	behaviour	improve	5
7391	consideration	subordinate	4
7392	construct	multiple	3
7393	power	organization	10
7394	act	express	3
7395	teacher	sense	3
7396	finding	reinforce	3
7397	style	determine	4
7398	manager	exhibit	8
7399	leadership	observer	8
7400	growth	leadership	3
7401	valuable	resource	6
7402	increase	feeling	8
7403	time	demand	4
7404	student	ability	3
7405	person	characteristic	3
7406	reveal	leadership	4
7407	worker	remain	3
7408	attractiveness	influence	3
7409	factor	describe	3
7410	employee	perform	8
7411	project	high	6
7412	motivation	drive	4
7413	follower	mediate	4
7414	environment	sufficient	3
7415	factor	capture	4
7416	ambivalent	leader	16
7417	follower	analysis	3
7418	future	leadership	16
7419	traditional	problem	3
7420	team	organizational	19
7421	theory	global	7
7422	characteristic	supervisor	3
7423	critical	issue	8
7424	researcher	incorporate	3
7425	aggregate	school	3
7426	prescriptive	nature	3
7427	people	absorb	3
7428	describe	prescribe	3
7429	team	creativity	10
7430	opportunity	staff	3
7431	considerable	time	8
7432	bring	workplace	3
7433	collective	characteristic	3
7434	development	student	4
7435	component	trustworthiness	4
7436	group	personalize	3
7437	ambivalent	individual	16
7438	dynamic	interaction	14
7439	tradition	organizational	3
7440	term	view	5
7441	innovative	follower	4
7442	worker	determine	3
7443	lack	confidence	7
7444	related	hierarchical	4
7445	mobilize	motivation	4
7446	management	team	53
7447	superior	approach	3
7448	personal	contact	6
7449	positive	attitude	3
7450	change	initiation	8
7451	serve	basis	9
7452	education	policy	5
7453	control	relationship	5
7454	need	believe	3
7455	relevant	understand	3
7456	construct	general	4
7457	expect	difference	6
7458	extraverted	individual	4
7459	ground	approach	3
7460	social	attraction	5
7461	information	support	11
7462	role	characteristic	7
7463	planning	manufacturing	3
7464	motivate	people	12
7465	people	organisation	6
7466	electronic	media	3
7467	blame	credit	3
7468	power	exercise	5
7469	state	experience	5
7470	indirect	leadership	8
7471	trust	motivated	3
7472	theory	plan	3
7473	characteristic	focal	4
7474	emergence	evolution	10
7475	stability	desirability	3
7476	sensemaking	attribution	3
7477	perceive	ease	18
7478	perceive	problem	3
7479	distinctive	characteristic	4
7480	general	definition	4
7481	future	attempt	7
7482	proposition	theorize	3
7483	follower	admire	3
7484	innovative	effort	3
7485	hierarchical	role	9
7486	performance	activity	4
7487	assignment	task	4
7488	outcome	provide	4
7489	evidence	supervisor	3
7490	influence	job	4
7491	score	leader	8
7492	endorsement	leader	3
7493	set	proposition	6
7494	believe	control	4
7495	value	task	5
7496	selection	approach	3
7497	explain	decision	3
7498	leadership	graen	4
7499	estimate	indirect	3
7500	demonstrate	construct	3
7501	facilitate	change	7
7502	term	customer	6
7503	concept	job	5
7504	serve	influence	3
7505	open	leader	5
7506	greater	perceive	3
7507	successful	strategy	3
7508	process	set	4
7509	emergent	phenomenon	8
7510	occupational	membership	8
7511	develop	share	7
7512	position	produce	3
7513	match	task	4
7514	behavior	interaction	13
7515	leader	acquire	3
7516	high	need	41
7517	kind	behavior	6
7518	oriented	human	7
7519	variety	individual	3
7520	developmental	supervision	12
7521	supervision	subordinate	3
7522	benefit	leadership	10
7523	participatory	leadership	3
7524	constraint	opportunity	4
7525	process	reflect	6
7526	lack	understanding	3
7527	clarify	leadership	4
7528	mature	technology	3
7529	feedback	outcome	3
7530	dimension	analysis	3
7531	debate	appropriate	3
7532	empower	provide	3
7533	establish	subordinate	3
7534	work	skill	3
7535	longitudinal	approach	3
7536	motivated	instrumental	3
7537	facilitative	behaviour	3
7538	interest	multiple	5
7539	promote	implement	11
7540	increase	responsibility	4
7541	faster	time	3
7542	behavior	subordinate	41
7543	model	conceptual	7
7544	task	nature	3
7545	value	shareholder	3
7546	embed	theory	3
7547	trust	employee	13
7548	colleague	define	4
7549	public	education	3
7550	participant	feel	4
7551	provide	preliminary	3
7552	outcome	process	19
7553	leadership	develop	44
7554	bioclimate	wealth	6
7555	characteristic	power	5
7556	change	perception	5
7557	achievement	orientated	3
7558	network	interaction	3
7559	leadership	superior	4
7560	interorganizational	business	5
7561	data	measure	5
7562	facilitate	achievement	5
7563	author	conduct	5
7564	specific	knowledge	9
7565	student	independence	3
7566	measurement	framework	3
7567	relation	need	12
7568	change	small	3
7569	advocate	leader	6
7570	teacher	lead	3
7571	persistence	pursue	3
7572	approach	discussion	5
7573	demonstrate	reliable	3
7574	member	core	3
7575	performance	grow	3
7576	require	characteristic	3
7577	analysis	fact	3
7578	leader	oriented	6
7579	culture	relationship	4
7580	motivation	action	7
7581	dynamic	embedding	3
7582	environment	enhance	5
7583	proposal	opinion	5
7584	reduce	uncertainty	22
7585	encounter	leader	6
7586	stem	leader	3
7587	attention	leader	11
7588	work	management	14
7589	greater	variety	3
7590	value	concern	4
7591	outcome	actual	4
7592	individual	ability	12
7593	experiment	manipulate	3
7594	fiedler	model	4
7595	short	term	3
7596	economic	explanation	3
7597	emphasis	performance	3
7598	commitment	organisational	3
7599	measure	time	3
7600	assume	social	5
7601	opportunity	articulate	3
7602	science	approach	3
7603	leader	upward	3
7604	true	transformational	5
7605	situation	reason	3
7606	agreement	perception	6
7607	contemporary	theory	12
7608	evoke	sense	3
7609	electronic	mail	3
7610	positive	strong	4
7611	value	performance	3
7612	predict	subordinate	5
7613	choose	alternative	3
7614	lead	complex	4
7615	nature	motivated	4
7616	consider	individual	4
7617	report	satisfaction	3
7618	embed	work	4
7619	value	identify	7
7620	attention	individual	10
7621	support	value	3
7622	environment	communication	3
7623	autonomy	gender	3
7624	rely	decision	3
7625	example	approach	4
7626	valuable	information	7
7627	sensory	reaction	3
7628	support	social	5
7629	rule	apply	3
7630	positive	relation	20
7631	term	involvement	3
7632	specific	model	6
7633	directive	engage	3
7634	align	lean	4
7635	autocratic	trust	3
7636	role	demand	8
7637	structure	help	3
7638	engage	encourage	4
7639	notion	disorder	5
7640	argue	time	3
7641	leadership	competence	13
7642	depend	style	3
7643	discussion	suggest	5
7644	expectation	greater	3
7645	focus	dimension	5
7646	sociologist	weber	3
7647	journal	focus	3
7648	leader	enjoy	4
7649	expect	reward	3
7650	sense	power	3
7651	heart	rate	7
7652	follower	coaching	3
7653	interact	social	4
7654	psychological	association	6
7655	team	argue	6
7656	baron	state	3
7657	reduce	concept	4
7658	increase	intrinsic	7
7659	heterogeneity	part	3
7660	resource	policy	7
7661	leader	emotion	13
7662	professional	argue	3
7663	approach	set	7
7664	school	operate	10
7665	virtual	team	62
7666	individual	organizational	36
7667	appropriate	combination	4
7668	subordinate	concept	3
7669	director	role	4
7670	avolio	report	7
7671	investigation	influence	3
7672	construct	assess	4
7673	normal	theory	5
7674	trait	disposition	3
7675	approach	reflect	16
7676	small	difference	7
7677	data	source	7
7678	alter	identity	8
7679	value	communicate	7
7680	employee	expect	19
7681	influence	need	3
7682	manner	consistent	8
7683	functional	heterogeneity	31
7684	vague	distal	3
7685	model	function	4
7686	representative	school	4
7687	extent	motivation	3
7688	woman	movement	13
7689	monitoring	behavior	3
7690	model	provide	9
7691	nurse	role	13
7692	define	social	4
7693	enhance	process	5
7694	rating	reflect	5
7695	subordinate	require	3
7696	questionnaire	subordinate	3
7697	participant	leadership	4
7698	relevant	assume	3
7699	ambiguity	leader	3
7700	leadership	prevail	3
7701	member	assimilate	3
7702	emerge	turn	3
7703	transformational	factor	19
7704	member	extreme	3
7705	willingness	confidence	3
7706	situation	influence	7
7707	combine	create	4
7708	key	mechanism	5
7709	value	term	3
7710	speech	act	3
7711	physical	economic	3
7712	leader	mediate	9
7713	overall	work	3
7714	trait	follower	4
7715	distance	subordinate	3
7716	appropriate	theory	4
7717	cover	dimension	3
7718	identity	employee	3
7719	aim	extend	5
7720	facilitate	behavior	4
7721	respondent	perception	7
7722	share	reality	26
7723	leadership	instrumental	3
7724	enhance	potential	4
7725	conduct	context	5
7726	cooper	argue	4
7727	hierarchical	bureaucratic	3
7728	suggest	process	10
7729	physical	place	5
7730	model	process	6
7731	value	staff	5
7732	separate	dimension	5
7733	desirable	build	3
7734	supply	public	3
7735	task	critical	3
7736	difference	satisfaction	3
7737	staff	school	4
7738	rely	follower	4
7739	behavior	characterize	11
7740	organization	benjamin	3
7741	time	point	3
7742	leader	resolve	4
7743	mechanism	leadership	9
7744	outcome	individual	12
7745	divide	category	3
7746	model	practical	5
7747	learn	develop	9
7748	exchange	experience	3
7749	transformational	explain	3
7750	empower	leader	6
7751	project	performance	4
7752	path	individual	3
7753	fit	project	3
7754	innovative	school	6
7755	project	identify	5
7756	causal	chain	9
7757	view	team	6
7758	confidence	approach	4
7759	conducive	knowledge	3
7760	specific	problem	4
7761	previous	definition	3
7762	consider	group	3
7763	group	argue	3
7764	model	information	6
7765	issue	analysis	3
7766	high	contrast	3
7767	factor	consideration	5
7768	monitor	task	3
7769	subordinate	learn	4
7770	model	actual	3
7771	response	environment	4
7772	process	human	4
7773	employee	opportunity	3
7774	commitment	positive	5
7775	theoretical	underpinnings	5
7776	action	strong	3
7777	concentrate	individual	6
7778	organization	framework	6
7779	create	safe	3
7780	empirical	finding	28
7781	support	distinction	3
7782	fact	measure	3
7783	message	evaluation	6
7784	model	schema	4
7785	motivation	develop	3
7786	work	house	12
7787	approach	identity	3
7788	product	procedure	5
7789	team	situation	5
7790	organization	disperse	3
7791	female	comparison	3
7792	managerial	work	7
7793	organisation	function	3
7794	change	nature	10
7795	technology	transfer	7
7796	direct	social	4
7797	knowledge	avoid	3
7798	patient	culture	6
7799	decision	subordinate	6
7800	trust	examine	3
7801	leadership	range	4
7802	assessment	project	4
7803	determine	behavior	18
7804	taxonomy	yukl	3
7805	propose	model	35
7806	salient	identity	3
7807	interpersonal	dynamics	9
7808	controversy	surround	5
7809	represent	analysis	3
7810	coordinate	effort	8
7811	emotional	experience	7
7812	strategic	management	13
7813	reasoning	lead	3
7814	achieve	outcome	9
7815	state	critical	3
7816	introduce	distinction	3
7817	evolution	vertical	3
7818	turn	increase	15
7819	directive	control	7
7820	encourage	staff	4
7821	task	productivity	5
7822	teaching	learning	9
7823	approach	suite	3
7824	member	good	4
7825	display	group	5
7826	discussion	entity	3
7827	partial	support	8
7828	job	duty	9
7829	behavior	difference	5
7830	member	behavior	20
7831	experience	affective	5
7832	manager	negative	4
7833	global	complex	3
7834	critical	task	3
7835	behavior	motivation	6
7836	component	contribute	4
7837	performance	dimension	6
7838	resource	available	7
7839	job	attitude	19
7840	general	focus	5
7841	persuade	people	3
7842	independent	performance	3
7843	subordinate	factor	4
7844	create	leader	9
7845	measure	satisfaction	4
7846	work	follower	20
7847	bass	develop	7
7848	tendency	manifest	3
7849	employee	motivate	5
7850	style	framework	3
7851	apply	learn	5
7852	ascribe	person	4
7853	manufacturing	strategy	7
7854	manager	manage	10
7855	support	numerous	3
7856	working	mba	4
7857	influence	greater	6
7858	meeting	expectation	11
7859	monitor	performance	7
7860	gain	adopt	3
7861	measure	single	7
7862	style	support	5
7863	enhance	leader	12
7864	cause	leader	3
7865	staff	team	18
7866	experience	time	6
7867	conclusion	finding	3
7868	control	consideration	5
7869	way	leadership	10
7870	phenomena	classify	3
7871	hierarchy	authority	3
7872	assess	report	5
7873	distinct	meaningful	7
7874	approach	personalize	3
7875	sector	organization	5
7876	facet	factor	3
7877	finding	lend	5
7878	provide	relevant	7
7879	participant	observation	3
7880	value	purpose	4
7881	ongoing	basis	3
7882	behavior	behavioral	3
7883	redundant	model	3
7884	model	direct	13
7885	carry	role	3
7886	framework	suggest	6
7887	clear	leader	4
7888	behavior	apply	4
7889	service	provider	12
7890	nature	workplace	3
7891	work	effort	17
7892	leadership	phenomena	32
7893	enhance	individual	9
7894	child	welfare	3
7895	leader	impression	3
7896	employee	relationship	18
7897	outcome	group	7
7898	stress	similarity	3
7899	suggest	leader	64
7900	way	manager	4
7901	trait	measure	8
7902	set	function	6
7903	mediate	teacher	4
7904	group	efficacy	26
7905	change	general	3
7906	evaluation	personal	3
7907	relative	strength	12
7908	organization	productive	4
7909	organization	position	10
7910	identify	relevant	6
7911	benefit	doubt	4
7912	group	situation	15
7913	approach	human	3
7914	set	provide	3
7915	actor	relationship	7
7916	performance	innovation	10
7917	organization	country	9
7918	construction	past	3
7919	maximize	shareholder	3
7920	individual	understand	12
7921	constitute	situation	3
7922	effort	build	8
7923	argue	management	3
7924	source	guidance	3
7925	term	behavior	8
7926	available	empirical	4
7927	factor	explain	11
7928	understanding	dynamics	4
7929	hold	person	3
7930	attribution	organizational	4
7931	suggest	individual	16
7932	leadership	conflict	3
7933	model	individual	19
7934	task	contribute	3
7935	shareholder	wealth	3
7936	unfold	maintain	3
7937	construct	criterion	4
7938	education	job	3
7939	satisfaction	relationship	22
7940	organization	considerable	5
7941	comparison	country	5
7942	application	model	4
7943	network	technology	4
7944	leader	legitimate	3
7945	kind	require	4
7946	challenge	organizational	4
7947	structure	construct	3
7948	involve	manager	4
7949	superior	middle	3
7950	prototypical	normative	3
7951	reflect	ability	6
7952	manager	conform	4
7953	feedback	characteristic	3
7954	complex	knowledge	5
7955	give	prior	3
7956	leadership	cause	5
7957	set	process	3
7958	dynamic	unfold	3
7959	basis	approach	4
7960	antecedent	corporate	3
7961	participant	generate	3
7962	leadership	trait	11
7963	scholar	adopt	4
7964	direct	behaviour	5
7965	develop	recognize	4
7966	commitment	performance	10
7967	time	organization	4
7968	government	organization	4
7969	behaviour	description	11
7970	theory	involve	3
7971	safety	behaviour	40
7972	consider	model	8
7973	time	physical	3
7974	researcher	understand	5
7975	approach	organizational	23
7976	attitude	approach	13
7977	group	cultural	5
7978	maximize	performance	3
7979	natural	setting	3
7980	decision	increase	4
7981	analysis	cognitive	4
7982	assertive	behavior	3
7983	leadership	target	6
7984	demographic	category	5
7985	socialize	follower	3
7986	assume	develop	3
7987	diversity	approach	6
7988	superior	inferior	7
7989	approach	creativity	5
7990	culture	interaction	3
7991	standard	structure	3
7992	key	ontological	3
7993	destructive	form	14
7994	opportunity	express	5
7995	phase	enterprise	3
7996	changing	environment	7
7997	job	scope	4
7998	ability	adapt	3
7999	social	leadership	12
8000	integrate	knowledge	5
8001	leadership	classify	4
8002	positive	ethical	6
8003	effective	characteristic	3
8004	agreement	dyad	3
8005	develop	maintain	8
8006	value	attitude	36
8007	influence	direction	3
8008	woman	career	3
8009	perform	behavior	8
8010	support	develop	5
8011	reflect	organizational	6
8012	individual	situation	10
8013	way	create	3
8014	challenge	govern	3
8015	bully	autocratic	3
8016	predictor	intent	7
8017	interpret	event	5
8018	employee	form	3
8019	team	setting	5
8020	competence	member	3
8021	measure	substitute	4
8022	analysis	construct	7
8023	score	dimension	5
8024	hierarchical	difference	5
8025	organization	seek	7
8026	give	style	3
8027	stay	leave	4
8028	compare	country	3
8029	derive	leader	5
8030	require	perform	3
8031	student	perception	4
8032	moral	theory	4
8033	lead	enhance	9
8034	reaction	work	5
8035	visionary	inspirational	6
8036	political	military	4
8037	processing	information	3
8038	group	emphasize	3
8039	individual	embed	7
8040	causal	model	7
8041	leader	indirect	3
8042	increase	influence	7
8043	concept	transform	4
8044	understanding	cultural	5
8045	management	create	3
8046	objective	group	5
8047	manager	lead	11
8048	process	argue	5
8049	considerable	effort	9
8050	manufacture	manager	4
8051	organization	improve	9
8052	imagery	conceptual	10
8053	complex	interplay	8
8054	explore	factor	4
8055	core	culture	3
8056	manner	high	4
8057	lack	subjectivity	3
8058	reduce	power	3
8059	indicator	leader	8
8060	separable	way	3
8061	dominant	role	8
8062	legitimacy	leader	4
8063	program	management	4
8064	perceive	work	7
8065	framework	open	6
8066	organizational	organization	9
8067	effective	variety	3
8068	design	time	3
8069	primary	factor	5
8070	person	change	3
8071	role	core	5
8072	approach	paper	5
8073	dimension	process	3
8074	value	modern	3
8075	physical	activity	3
8076	team	heterogeneity	5
8077	situation	time	8
8078	responsible	kind	3
8079	focus	analysis	11
8080	feel	frustrated	3
8081	suggest	group	12
8082	specific	link	3
8083	model	group	10
8084	authority	science	3
8085	task	improve	3
8086	health	implication	3
8087	true	expand	3
8088	characteristic	action	3
8089	assess	employee	10
8090	creative	output	3
8091	principal	close	3
8092	characterization	dynamics	3
8093	good	society	4
8094	ask	supervisor	5
8095	theoretical	focus	3
8096	time	crisis	6
8097	greater	directiveness	4
8098	work	community	8
8099	nurse	increase	3
8100	subjective	relationship	4
8101	problem	solve	9
8102	leadership	exhibit	4
8103	relationship	foster	6
8104	criterion	examine	3
8105	report	measure	9
8106	secondary	education	3
8107	employee	role	11
8108	contrast	theory	12
8109	team	climate	32
8110	shape	leadership	14
8111	employee	assistance	4
8112	experience	skill	5
8113	set	direct	4
8114	key	distinction	4
8115	implementation	develop	3
8116	commitment	developmental	9
8117	resource	job	4
8118	previous	focus	5
8119	affect	member	11
8120	behavior	interpersonal	3
8121	find	work	3
8122	organization	company	3
8123	model	consider	13
8124	express	view	9
8125	develop	call	4
8126	actor	role	7
8127	practice	major	4
8128	time	behavior	3
8129	require	involvement	4
8130	relational	term	4
8131	communicate	value	6
8132	context	expect	3
8133	leader	refrain	5
8134	general	esteem	4
8135	overlap	consideration	3
8136	group	setting	4
8137	idealize	future	7
8138	follower	direct	10
8139	avolio	examine	4
8140	student	experience	4
8141	positive	support	5
8142	dynamic	social	3
8143	theory	enhance	5
8144	majority	group	9
8145	specific	context	6
8146	social	create	3
8147	consistent	high	5
8148	work	school	9
8149	relevance	leadership	5
8150	value	strong	4
8151	relationship	expect	9
8152	situational	component	4
8153	high	approach	4
8154	formal	managerial	4
8155	management	foundation	3
8156	theory	think	3
8157	individual	assume	3
8158	do	matter	4
8159	mature	employee	4
8160	task	difficult	3
8161	job	assignment	5
8162	process	dynamics	4
8163	collective	organization	10
8164	insight	leadership	6
8165	basic	theory	24
8166	performance	oriented	8
8167	finding	lead	4
8168	set	individual	9
8169	examine	antecedent	13
8170	cost	interaction	5
8171	develop	employee	4
8172	work	show	3
8173	encourage	engage	3
8174	expect	employee	6
8175	behavior	desire	3
8176	give	strong	3
8177	manager	extent	3
8178	solving	participant	3
8179	learn	trait	3
8180	attitude	concept	3
8181	reduce	risk	5
8182	interaction	characteristic	7
8183	potential	organization	4
8184	broader	issue	3
8185	depth	analysis	3
8186	exchange	enactment	3
8187	setting	theory	3
8188	integrative	public	16
8189	knowledge	benefit	4
8190	attack	incident	3
8191	employee	accord	3
8192	structure	time	4
8193	management	give	4
8194	provide	depth	5
8195	suggest	humility	4
8196	behavior	interesting	3
8197	behavior	value	7
8198	establish	social	3
8199	approach	argue	14
8200	attribution	understand	3
8201	observe	expect	4
8202	increase	manager	4
8203	individual	perception	33
8204	leader	meaning	3
8205	relation	approach	5
8206	approach	acknowledge	3
8207	behavior	social	14
8208	view	leadership	119
8209	leader	man	6
8210	research	relationship	4
8211	job	hold	5
8212	demographic	homogeneity	10
8213	researcher	assume	3
8214	organization	comprise	5
8215	specific	combination	9
8216	culture	characterize	14
8217	category	label	4
8218	competitive	report	3
8219	follower	close	8
8220	leadership	fiedler	3
8221	extent	maintain	3
8222	relationship	absolute	4
8223	link	identity	3
8224	role	theorist	3
8225	facilitate	learn	6
8226	tolerate	organization	3
8227	male	female	52
8228	behavior	drive	3
8229	change	original	5
8230	characteristic	foster	3
8231	development	weak	3
8232	consideration	account	4
8233	social	hosking	3
8234	oriented	practice	8
8235	augment	transactional	3
8236	network	social	5
8237	section	examine	3
8238	process	vehicle	3
8239	characteristic	socialize	3
8240	fiedler	theory	6
8241	substantial	evidence	3
8242	explore	challenge	3
8243	data	leadership	4
8244	classify	leadership	3
8245	business	ethic	4
8246	problem	issue	7
8247	sustain	practice	3
8248	leader	manipulative	3
8249	perceive	job	14
8250	interesting	note	9
8251	group	transactional	3
8252	leader	emergence	67
8253	characteristic	woman	6
8254	high	true	4
8255	household	income	3
8256	justice	employee	3
8257	model	employ	3
8258	utility	leadership	3
8259	mind	point	6
8260	sustain	climate	3
8261	school	organization	3
8262	community	member	5
8263	data	manager	4
8264	specific	theory	12
8265	position	hold	6
8266	leader	derive	4
8267	life	employee	8
8268	require	organization	4
8269	propose	link	5
8270	graen	offer	3
8271	conflict	management	13
8272	individual	isolation	3
8273	characteristic	expect	5
8274	person	behavior	8
8275	network	closeness	3
8276	educational	organization	5
8277	work	team	10
8278	high	make	3
8279	high	readiness	8
8280	share	culture	3
8281	organizational	infrastructure	4
8282	performance	mediate	14
8283	organization	key	5
8284	tendency	invite	3
8285	role	crisis	5
8286	estimate	model	3
8287	school	administrator	8
8288	dynamic	behaviour	5
8289	fiedler	work	4
8290	individual	experience	18
8291	influence	approach	17
8292	collaborative	interdependence	3
8293	promote	understanding	4
8294	environment	high	7
8295	process	traditional	3
8296	benefit	supervision	4
8297	collective	good	5
8298	culture	difference	6
8299	leader	behave	43
8300	concept	approach	11
8301	tie	member	4
8302	political	economic	16
8303	set	group	4
8304	outcome	innovation	4
8305	diagnose	situation	4
8306	leader	confront	6
8307	procedure	practice	5
8308	control	mechanism	7
8309	description	write	3
8310	optimistic	future	3
8311	traditional	view	4
8312	knowledge	share	146
8313	process	emphasize	5
8314	style	suite	4
8315	political	process	16
8316	relationship	project	3
8317	explanation	relationship	4
8318	invest	positive	3
8319	creativity	leader	3
8320	potential	behavior	5
8321	employee	subordinate	3
8322	pilot	project	4
8323	role	behavior	44
8324	innovative	leadership	4
8325	define	trust	4
8326	researcher	determine	4
8327	member	learn	11
8328	approach	situation	7
8329	group	structure	13
8330	combination	accord	3
8331	subject	achieve	3
8332	layer	centralize	3
8333	term	require	3
8334	leadership	flexibility	3
8335	recent	development	4
8336	process	changing	3
8337	salient	situation	3
8338	tactic	related	3
8339	establish	maintain	12
8340	call	member	7
8341	trust	finding	5
8342	measure	relevant	6
8343	distance	value	4
8344	supervisor	recommendation	5
8345	value	hold	7
8346	personal	support	3
8347	confusion	leadership	3
8348	positive	student	3
8349	reverse	true	6
8350	power	difference	5
8351	devolution	human	3
8352	extent	employee	9
8353	leadership	kind	5
8354	govern	complex	4
8355	deal	complex	4
8356	power	motivation	13
8357	strategy	manage	4
8358	satisfaction	subordinate	13
8359	behavior	salient	3
8360	contextual	social	3
8361	leadership	benefit	7
8362	air	crew	4
8363	individual	differentiate	3
8364	distinct	behavior	8
8365	environment	dynamic	3
8366	greater	good	10
8367	provide	basis	19
8368	consensus	emerge	4
8369	conduct	professional	4
8370	team	unit	28
8371	generalization	camp	3
8372	greater	behavior	3
8373	explore	mechanism	3
8374	mix	determinant	5
8375	zaccaro	leader	3
8376	determine	factor	9
8377	imagine	person	4
8378	construction	social	3
8379	leadership	vary	5
8380	workgroup	organization	6
8381	educational	reform	5
8382	affective	style	3
8383	relation	outcome	4
8384	link	organizational	8
8385	work	turn	5
8386	measure	represent	4
8387	management	implement	4
8388	training	opportunity	3
8389	model	prescribe	3
8390	tyranny	attractiveness	3
8391	create	sensory	3
8392	perceive	need	3
8393	implement	leader	3
8394	safety	priority	19
8395	positive	set	3
8396	theory	prefer	5
8397	problem	high	5
8398	context	culture	3
8399	enact	high	3
8400	firm	capability	3
8401	stakeholder	follower	3
8402	encouragement	support	4
8403	identity	categorization	5
8404	develop	examine	4
8405	provide	empirical	3
8406	identity	prime	3
8407	dimension	group	4
8408	feel	appreciate	3
8409	share	role	3
8410	analysis	comparison	3
8411	relationship	culture	9
8412	perceive	related	4
8413	require	behavior	7
8414	relationship	range	3
8415	trust	component	4
8416	contingency	school	3
8417	stimulate	innovation	3
8418	judgment	leadership	5
8419	model	problem	3
8420	behavior	numerous	3
8421	structure	satisfaction	7
8422	innovative	way	7
8423	approach	traditional	3
8424	theory	claim	4
8425	need	engage	4
8426	multilevel	analysis	6
8427	depend	considerable	4
8428	identify	influence	3
8429	easy	have	3
8430	future	exchange	5
8431	decision	value	12
8432	factor	social	4
8433	proposition	derive	4
8434	propose	theory	28
8435	interplay	individual	4
8436	leadership	safety	13
8437	characteristic	project	5
8438	sense	investment	4
8439	approach	emphasize	16
8440	decision	social	3
8441	perception	mediate	6
8442	flexibility	work	7
8443	innovation	project	7
8444	fact	leadership	11
8445	definition	measure	4
8446	distributive	procedural	5
8447	drive	change	4
8448	visionary	characteristic	3
8449	practice	network	3
8450	turn	maintain	4
8451	attempt	accomplish	4
8452	reward	distribute	3
8453	develop	trust	16
8454	mediate	transformational	3
8455	expect	trust	4
8456	development	practice	6
8457	role	person	5
8458	unit	derive	3
8459	high	assign	5
8460	encounter	emotion	3
8461	factor	drive	3
8462	leader	standard	4
8463	mutual	recognition	3
8464	hosking	identify	3
8465	select	intelligence	3
8466	process	practice	7
8467	find	related	4
8468	combination	subordinate	3
8469	theory	focus	32
8470	school	relationship	4
8471	discretion	subordinate	3
8472	follower	knowledge	11
8473	high	turnover	7
8474	expand	set	3
8475	sociological	explanation	5
8476	organization	manufacturing	4
8477	model	innovation	3
8478	identity	emanate	3
8479	department	lose	3
8480	belong	group	3
8481	unfold	highlight	3
8482	group	unit	7
8483	past	leadership	3
8484	recognition	performance	3
8485	follower	propose	6
8486	causal	link	3
8487	separate	managerial	3
8488	dominant	theoretical	4
8489	product	innovation	8
8490	step	develop	3
8491	empirical	construct	7
8492	followership	actor	3
8493	influence	outcome	14
8494	employee	increase	8
8495	overlap	behavioral	3
8496	reflective	transformation	3
8497	expectation	suggest	3
8498	range	potential	3
8499	offer	model	9
8500	characteristic	rule	3
8501	apply	social	3
8502	feel	positive	3
8503	leadership	share	30
8504	specific	job	15
8505	emergence	theory	8
8506	engage	corporate	7
8507	leadership	negative	5
8508	respect	trust	17
8509	job	support	3
8510	contrast	need	3
8511	effort	organizational	7
8512	need	supervisory	6
8513	finding	future	3
8514	change	attention	3
8515	set	model	6
8516	independent	bound	3
8517	aim	examine	8
8518	monitor	control	3
8519	leader	convey	8
8520	superior	customer	3
8521	involved	process	8
8522	facilitate	open	3
8523	individual	service	4
8524	accurate	perception	4
8525	theory	refer	8
8526	morphology	dynamics	4
8527	practice	encourage	5
8528	woman	view	6
8529	relative	leadership	9
8530	understanding	specific	3
8531	value	ethical	4
8532	provide	leadership	12
8533	satisfaction	increase	3
8534	business	outcome	3
8535	follower	model	4
8536	organization	attain	3
8537	healthy	organization	4
8538	modify	behavior	3
8539	analysis	management	3
8540	equal	sex	3
8541	team	cooperative	3
8542	reflect	perception	4
8543	management	implementation	9
8544	hospitality	industry	10
8545	strategy	lead	4
8546	finding	corporate	3
8547	attempt	provide	9
8548	reason	propose	4
8549	control	social	4
8550	theory	stress	8
8551	relevant	criterion	9
8552	characteristic	culture	7
8553	maintain	organization	3
8554	provide	customize	5
8555	specific	mission	4
8556	complete	individual	3
8557	department	valuable	3
8558	justice	trust	3
8559	work	feel	7
8560	leadership	sense	4
8561	ensure	viability	5
8562	entrepreneur	approach	3
8563	altruistic	behavior	3
8564	term	incentive	4
8565	manager	time	5
8566	behaviour	depend	3
8567	application	theory	9
8568	basis	characteristic	3
8569	high	suggest	3
8570	position	support	4
8571	embed	approach	3
8572	predict	employee	5
8573	trait	leadership	29
8574	demand	leadership	6
8575	empowerment	follower	8
8576	behavior	develop	5
8577	process	negotiation	3
8578	major	decision	3
8579	objective	client	4
8580	consistent	notion	10
8581	cognitive	evaluation	6
8582	setting	need	3
