	Freq
regard_question	2
resource_service	2
responsibility_decision	2
rethink	2
rigidity	2
romanticize	2
rule_thumb	2
satisfaction_job	2
scientific_study	2
seniority	2
sense_belong	2
sense_direction	2
sense_justice	2
share_value	2
shed_light	2
situational	2
skill_knowledge	2
sociability	2
social_distance	2
social_influence	2
social_service	2
social_work	2
specific_characteristic	2
stressful	2
strong_support	2
structural_characteristic	2
student_teacher	2
subordination	2
support_service	2
susceptibility	2
syndrome	2
tangible_intangible	2
teaching_learning	2
team_spirit	2
technical_aspect	2
technical_skill	2
tell_style	2
theoretical_understanding	2
theorist	2
trajectory	2
transcendence	2
transference	2
transparency	2
trauma	2
turnover	2
ubiquitous	2
unclear	2
unconnected	2
uncontrollable	2
understanding_role	2
unemotional	2
unforeseen	2
unified_theory	2
university_maryland	2
unresolved	2
untrue	2
usa_air	2
usa_president	2
value_approach	2
value_society	2
way_deal	2
work_assignment	2
work_attitude	2
work_family	2
work_situation	2
ability_work	1
absence_leadership	1
absenteeism	1
absenteeism_turnover	1
absorptive_capacity	1
abusive	1
acceptance_effectiveness_level	1
account_factor	1
account_variance	1
active_participant	1
active_passive	1
active_role	1
activity_task	1
advance_theory	1
agreeableness	1
alessi	1
alternative_approach	1
altruism	1
anecdotal	1
antithetical	1
anxious_individual	1
approach_building	1
approach_view	1
appropriate_environment	1
appropriate_measure	1
argument_support	1
argumentation	1
artifact	1
asians	1
aspect_job	1
aspect_organizational	1
aspect_school	1
assertiveness	1
asymmetry	1
attempt_influence	1
attention_direct	1
authority_approach	1
authority_power	1
authority_responsibility	1
autocratic	1
autonomous	1
background_knowledge	1
behavior_group	1
behavior_help	1
behavioral_science	1
biased	1
bryant	1
bullying	1
business_government	1
business_operation	1
business_opportunity	1
business_organization	1
business_people	1
business_success	1
business_value	1
bystander	1
cameron	1
care_concern	1
career_role	1
central_position	1
central_role	1
change_circumstance	1
change_growth	1
change_nature	1
change_organization	1
change_value	1
characteristic_individual	1
characteristic_performance	1
characteristic_relationship	1
charismatic_leadership_theory	1
class_leader	1
climate_condition	1
closeness	1
code_ethic	1
codify	1
coercive_power	1
coherence	1
cohesiveness	1
collective_concern	1
command_control	1
common_denominator	1
common_language	1
community_focus	1
company_employee	1
compatibility	1
competency	1
competitive_advantage	1
competitive_business	1
competitive_pressure	1
complex_organization	1
complex_task	1
complexity_theory	1
comprehensive_study	1
conceptualization	1
concern_member	1
concern_production	1
confidentiality	1
conflict_situation	1
construction_industry	1
consultative	1
contemporary_theory	1
control_environment	1
control_measure	1
control_responsibility	1
coordination_complex	1
country_demand	1
credibility	1
critique	1
cultural_factor	1
cultural_group	1
culture_industry	1
decentralization	1
decision_action	1
decision_choice	1
decision_participation	1
decision_support	1
deep_sense	1
delegate_authority	1
demand_resource	1
demand_situation	1
depersonalize	1
deployment	1
depressive	1
develop_leader	1
development_process	1
developmental_process	1
dictatorial	1
dignity_respect	1
direct_comparison	1
direct_relationship	1
disability_pension	1
disciplinary	1
discussion_alternative	1
distinct_concept	1
dynamic_nature	1
dynamic_process	1
economic_value	1
educational_background	1
educational_leader	1
educational_organization	1
educational_system	1
effective_communication	1
effective_leader	1
effective_leadership	1
effort_accomplishment	1
effort_performance	1
emotional_maturity	1
emotional_support	1
empathy	1
employee_concern	1
employee_service	1
employer_employee	1
empowering	1
engagement_school	1
engineering_design	1
ethical_climate	1
ethical_moral	1
experience_knowledge	1
experience_self	1
express_concern	1
express_value	1
expressiveness	1
external_environment	1
externalization	1
extraordinary_performance	1
face_support	1
factor_model	1
filial_piety	1
fraternity_sorority	1
fresh_approach	1
fundamental_aspect	1
future_attempt	1
good_manager	1
graduate_student	1
group_harmony	1
group_life	1
group_mission	1
group_process	1
health_safety	1
healthy_work	1
hersey	1
high_perform	1
hollander	1
human_behavior	1
ideal_value	1
impediment	1
impossibility	1
inattentive	1
individual_behavior	1
individual_development	1
industrial_organizational	1
ineffectiveness	1
inequality	1
information_decision	1
information_exchange	1
infraction	1
innovate	1
innovator	1
insight_understanding	1
inspirational	1
instigate	1
institutionalization	1
interest_group	1
interest_organization	1
interpersonal_behavior	1
interpersonal_relation	1
interpersonal_relationship	1
job_design	1
job_dissatisfaction	1
job_responsibility	1
job_satisfaction	1
job_security	1
job_task	1
knowledge_experience	1
knowledge_skill	1
laboratory_group	1
leader_approach	1
leader_development	1
leader_emb	1
leader_group	1
leader_mood	1
leader_power	1
leader_responsible	1
leader_support	1
leader_task	1
leadership_process	1
leadership_public	1
leadership_support	1
learner	1
learning_organization	1
learning_process	1
level_business	1
level_management	1
makeup	1
malleable	1
manageable	1
management_policy	1
management_position	1
management_system	1
manager_human	1
manager_peer	1
masculinity	1
material_psychological	1
mcgregor	1
member_confidence	1
member_experience	1
membership_group	1
mental_model	1
mentor	1
military_officer	1
model_behavior	1
model_relationship	1
modern_organization	1
module	1
monte_carlo	1
moral_approach	1
moral_development	1
moral_ethical	1
moral_leadership	1
moral_obligation	1
moral_worth	1
motivation_action	1
mutual_trust	1
national_culture	1
nature_relationship	1
nature_sample	1
navigate	1
neuberger	1
nigeria	1
non_job	1
norm_standard	1
norm_value	1
objective_criterion	1
omnipotence	1
opportunity_future	1
opportunity_influence	1
optimism_confidence	1
optimization	1
organization_policy	1
organizational_outcome_aspiration	1
organizational_outcome_objective	1
out_box	1
out_combination	1
oversight	1
parent_company	1
parsimonious	1
parsimony	1
passivity	1
paucity	1
pedagogical	1
people_approach	1
people_high	1
person_organization	1
person_situation	1
personal_benefit	1
personal_development	1
personal_factor	1
personal_professional	1
personal_sacrifice	1
platoon_leader	1
political_influence	1
port_authority	1
positive_direction	1
positive_feedback	1
power_position	1
powerful_influence	1
powerful_source	1
practical_application	1
practical_knowledge	1
predictor	1
predominant	1
preliminary_evidence	1
prescriptive	1
presidential_leader	1
primal	1
problem_characteristic	1
problem_opportunity	1
problem_structure	1
process_influence	1
professional_approach	1
professional_manager	1
professional_service	1
professional_standard	1
profitability	1
program_country	1
prototypic	1
prototypical	1
psychological_be	1
punitive	1
question_authority	1
question_theory	1
rational_process	1
reaction_leader	1
realign	1
relational	1
relationship_intelligence	1
relative_advantage	1
relative_contribution	1
renewable	1
repetitive	1
replication	1
resident_training	1
residual	1
resilience	1
resource_available	1
resource_task	1
responsibility_action	1
responsibility_power	1
retrospective	1
robust	1
robustness	1
role_emotion	1
role_model	1
rule_policy	1
safety_procedure	1
salient_characteristic	1
satisfied_work	1
school_administrator	1
school_capacity	1
school_community	1
scientific_inquiry	1
seminal	1
sense_call	1
sense_connection	1
sense_mission	1
sense_security	1
service_delivery	1
service_industry	1
service_relationship	1
shape_work	1
shift_attention	1
shift_focus	1
single_individual	1
single_source	1
situation_demand	1
situation_person	1
skill_competence	1
skill_confidence	1
sociable	1
social_approval	1
social_cohesion	1
social_interaction	1
social_organizational	1
social_psychologist	1
social_relationship	1
social_scientist	1
social_structural	1
social_worker	1
socialization_process	1
societal_organizational	1
sociopolitical	1
solidify	1
solve_problem	1
source_social	1
spirituality	1
staff_development	1
staff_meeting	1
staffing	1
stronger_high	1
structuring	1
student_participation	1
student_sample	1
style_call	1
subjectivity	1
success_factor	1
successful_outcome	1
successful_unsuccessful	1
suitability	1
superego	1
superior_performance	1
support_claim	1
support_view	1
surgical	1
synergistic	1
system_complex	1
system_support	1
system_view	1
task_leader	1
task_requirement	1
task_structuring	1
teacher_professional	1
teacher_school	1
teacher_student	1
team_manager	1
teamwork	1
technical_knowledge	1
temperate_climate	1
test_possibility	1
theoretical_work	1
theorizing	1
theory_y	1
thinking	1
time_change	1
time_require	1
traditional_authority	1
traditional_model	1
training_education	1
training_experience	1
training_session	1
transformation_process	1
treatise	1
triad	1
trust_people	1
trustworthiness	1
tyrannical	1
unanswered	1
understanding_condition	1
understanding_nature	1
understanding_problem	1
undifferentiate	1
unidirectional	1
unique_characteristic	1
unmotivated	1
unsafe	1
uplift	1
usa_organization	1
validation	1
valuable_contribution	1
value_ethic	1
value_ideal	1
value_outcome	1
value_resource	1
value_system	1
value_tradition	1
variance	1
variation_individual	1
view_appropriate	1
vignette	1
visualization	1
western_leadership	1
western_society	1
willing_risk	1
willingness_risk	1
willingness_sacrifice	1
work_activity	1
work_outcome	1
work_routine	1
work_unit	1
worker_motivated	1
21st_century	0
abdicate_responsibility	0
ability_articulate	0
ability_benevolence	0
ability_control	0
ability_effort	0
ability_function	0
ability_influence	0
ability_inspire	0
ability_integrity	0
ability_motivation	0
ability_skill	0
ability_willingness	0
absence_real	0
abstractness_challenge	0
abuse_power	0
abusive_supervision	0
academic_organizational_outcome	0
acceptance_leader	0
access_information	0
access_resource	0
accident_injury	0
accomplishment_organizational_outcome	0
account_individual	0
account_result	0
account_small	0
accounting_variance	0
accuracy_total	0
accurate_perception	0
achievement_approach	0
achievement_goal_theory	0
achievement_growth	0
achievement_motivation	0
achievement_motive	0
achievement_oriented	0
acquaintance_stage	0
active_form	0
active_involvement	0
active_leadership_role	0
active_management_exception	0
active_participation	0
activity_manager	0
actor_affective	0
actor_network	0
actor_observer	0
actor_role	0
actual_exchange	0
actual_innovation	0
actual_leader	0
actual_manager	0
actual_performance	0
acuity	0
ad_hoc_group	0
adaptability	0
adaptation_change	0
adaptation_external	0
adaptive_culture	0
adaptive_leadership_theory	0
adaptive_system	0
adaptive_systems	0
adhocracy_clan	0
adjacent_level	0
administrative_leader	0
administrative_leadership	0
administrative_work	0
admiration_leader	0
admiration_respect	0
adopter	0
adoption_appropriate	0
adoption_implementation	0
adoption_path_goal_model	0
adult_attachment	0
advance_field	0
advance_theoretical	0
advance_understanding	0
advanced_manufacturing	0
advancement_satisfaction	0
advice_network	0
advice_support	0
advisory_support	0
advocate_position	0
affectional_bond	0
affective	0
affective_be_employee	0
affective_behavioral	0
affective_cognitive	0
affective_commitment	0
affective_event	0
affective_measure	0
affective_motivational	0
affective_organizational	0
affective_outcome	0
affective_reaction	0
affective_relational	0
affective_response	0
affective_tone	0
affiliative	0
affiliative_motivation	0
agency_theory	0
agenda_future	0
agent_change	0
agentic	0
aggregate_individual	0
aggregate_level	0
aggregate_performance	0
aggressive_behavior	0
agreeable_individual	0
agreeable_leader	0
agreeableness_conscientiousness	0
agreeableness_related	0
agreement_climate	0
agreement_individual	0
agreement_team	0
aid_survival	0
air_crew	0
alcohol_consumption	0
alignment_leader	0
alignment_personal	0
alliger	0
allocation_resource	0
alternate_approach	0
alternative_explanation	0
alternative_level_analysis	0
alternative_model	0
alternative_theoretical	0
alternative_theory	0
altruism_conscientiousness	0
altruistic	0
amabile	0
ambient	0
ambiguity_complexity	0
ambiguous_situation	0
ambiguous_stimuli	0
american_company	0
american_manager	0
american_psychological	0
american_style	0
analogous_event	0
analytical_approach	0
anecdotal_evidence	0
anglo_american	0
anglosaxon	0
anonymity_creativity	0
anonymity_group	0
anonymity_moderate	0
anonymity_reward	0
anonymitys_moderation	0
anonymous_condition	0
anonymous_group	0
antecedent_charismatic_leadership_theory	0
antecedent_job	0
antecedent_knowledge	0
antecedent_organizational	0
antecedent_organizational_outcome	0
antecedent_outcome	0
antecedent_vertical_dyad_linkage_theory	0
antiprototype_difference	0
antiprototypic_trait	0
antonakis	0
antonakis_house	0
anxiety_depression	0
anxiety_depressive	0
anxiety_workplace	0
anxious_ambivalent	0
anxious_attachment	0
appeal_follower	0
appeal_higher	0
appeal_value	0
appealing_approach	0
application_hersey_blanchard_situational_leadership_model	0
application_knowledge	0
application_model	0
approach_articulate	0
approach_articulation	0
approach_attribution_theory_leadership	0
approach_call	0
approach_communication	0
approach_consistent	0
approach_content	0
approach_creativity_decision_make	0
approach_emphaseze	0
approach_focus	0
approach_highlight	0
approach_ideal	0
approach_implementation	0
approach_indifference	0
approach_inspirational	0
approach_mission	0
approach_professional_development	0
approach_regard	0
approach_relational	0
approach_setting	0
approach_statement	0
approach_symbolic	0
approach_testing	0
appropriate_behavior	0
appropriate_combination	0
appropriate_decision	0
appropriate_direction	0
appropriate_emotional	0
appropriate_leadership	0
appropriate_level	0
appropriate_level_analysis	0
appropriate_response	0
appropriate_reward	0
appropriate_situation	0
appropriate_statistical	0
appropriate_time	0
appropriate_way	0
appropriateness_leader	0
arab_emirates	0
architectural_woodwork	0
archival	0
archival_data	0
argument_base	0
array_project	0
artefact	0
articulate_approach	0
artifactual	0
artificial_group	0
ascription	0
ascription_route	0
ashkanasy_tse	0
asian_firm	0
aspect_charismatic_leadership_theory	0
aspect_culture	0
aspect_effective	0
aspect_leadership	0
aspect_paternalistic_leadership_theory	0
aspect_self_concept	0
aspect_situation	0
aspect_subordinate	0
aspect_transactional_transformational_leadership_model	0
aspect_transformational_leadership_theory	0
aspect_work	0
assembly_project	0
assertive_influence	0
assessment_effectiveness_level	0
assessment_follower	0
assessment_process	0
assessment_program	0
assessment_project	0
assessment_student	0
assessment_tool	0
asset_knowledge	0
asset_process	0
assignment_task	0
assimilation_phase	0
association_allied	0
association_research	0
association_style	0
association_transformational_leadership_theory	0
association_variable	0
association_vertical_dyad_linkage_theory	0
asymmetrical	0
atheoretical	0
attachment_approach	0
attachment_dynamics	0
attachment_style	0
attainable	0
attempt_address	0
attempt_change	0
attempt_increase	0
attempt_link	0
attention_aspect	0
attention_individual	0
attentional	0
attentive_leader	0
attenuate	0
attitude_behavior	0
attitude_behaviour	0
attitude_job	0
attitude_measure	0
attitude_perception	0
attitude_performance	0
attitudinal	0
attitudinal_behavioral	0
attractiveness	0
attractor	0
attribution	0
attribution_causality	0
attribution_charismatic_leadership_theory	0
attribution_humility	0
attribution_identification	0
attribution_intentionality	0
attribution_leader	0
attribution_process	0
attribution_theory_leadership	0
augmentation	0
augmentation_efect	0
augmentation_theory	0
australian_manager	0
australian_sample	0
austrian_manager	0
authentic_leader	0
authentic_leader_follower	0
authentic_leadership_theory	0
authentic_leadership_theory_development	0
authentic_leadership_theory_questionnaire_model	0
authentic_leadership_theory_questionnaire_theory	0
authoritarian_democratic	0
authoritarian_leader	0
authoritarian_leadership	0
authority_control	0
authority_decision	0
autocratic_democratic	0
autocratic_leader	0
autocratic_leadership	0
autocratic_participative	0
autocratic_style	0
autonomous_control	0
autonomous_motivation	0
autonomy_competence	0
autonomy_empowerment	0
autonomy_grant	0
autonomy_innovative	0
autonomy_related	0
autonomy_responsibility	0
autonomy_supportive	0
availability_resource	0
available_resource	0
avenue_future	0
aversive	0
avoid_responsibility	0
avoidance_country	0
avoidant	0
avoidant_attachment	0
avoidant_follower	0
avoidant_individual	0
avoidant_leader	0
avolio	0
avolio_bass	0
avolio_gardner	0
avolio_yammarino	0
awareness_personal	0
bakker	0
balance_process	0
balance_processing	0
balance_reciprocity	0
bandura	0
banduras	0
barling	0
baron_kenny	0
basis_leadership	0
bass_avolio	0
bass_avolio_leadership	0
bass_avolio_report	0
bass_colleague	0
bass_riggio	0
bass_state	0
bass_steidlmeier	0
bass_stogdill	0
bass_transformational_leadership_theory	0
bass_valenzi	0
bass_view	0
bass_yammarino	0
basu_palazzo	0
bateman	0
behalf_collective	0
behalf_group	0
behalf_organization	0
behavior_achieve	0
behavior_category	0
behavior_congruent	0
behavior_conjunction	0
behavior_consideration	0
behavior_consistent	0
behavior_contingent	0
behavior_crucial	0
behavior_dependent	0
behavior_display	0
behavior_exhibit	0
behavior_express	0
behavior_group_effectiveness_level	0
behavior_group_member	0
behavior_level	0
behavior_manipulative	0
behavior_observation	0
behavior_people	0
behavior_perception	0
behavior_predictor	0
behavior_reflective	0
behavior_related	0
behavior_relevant	0
behavior_satisfaction	0
behavior_structuring	0
behavior_subordinate	0
behavior_subordinate_attitude	0
behavior_subordinate_criterion	0
behavior_transformational_transactional	0
behavioral_approach	0
behavioral_attitudinal	0
behavioral_category	0
behavioral_coding	0
behavioral_cognitive	0
behavioral_complexity	0
behavioral_component	0
behavioral_concept	0
behavioral_dimension	0
behavioral_expectation	0
behavioral_genetics	0
behavioral_intention	0
behavioral_manifestation	0
behavioral_marker	0
behavioral_measure	0
behavioral_model	0
behavioral_norm	0
behavioral_outcome	0
behavioral_response	0
behavioral_tendency	0
behavioral_theory	0
behaviour_attitude	0
behaviour_concern	0
behaviour_description	0
behaviour_dimension	0
behaviour_direct	0
behaviour_employee	0
behaviour_leader	0
behaviour_manager	0
behaviour_nuclear	0
behavioural	0
behavioural_theory	0
belongingness	0
beneficial_organizational_outcome	0
benefit_directive	0
benefit_greater	0
benefit_organization	0
benefit_radio	0
benefit_realization	0
benefit_supply	0
benefit_team	0
benevolence_salient	0
benevolent_behavior	0
benevolent_leadership	0
benevolent_moral	0
bennis_nanus	0
betweenness	0
betweenness_centrality	0
betweenness_position	0
bi_factorial	0
biased_attribution	0
bidirectional	0
big_picture	0
bigley_roberts	0
bingham	0
bioclimate	0
bioclimate_wealth	0
bioclimatic	0
bioga	0
bipolar	0
blake_mouton_managerial_grid_model_leadership	0
blanchard_suggestion	0
body_empirical	0
body_evidence	0
body_knowledge	0
body_language	0
body_literature	0
bogardus	0
bogus_feedback	0
bold_approach	0
boldness_approach	0
bono_judge	0
bottom_level	0
bouchard	0
boundary_condition	0
boundary_span	0
bowers_seashore	0
bowlby	0
brainstorm	0
brainstorming	0
brainstorming_spirit	0
brainstorming_task	0
brainstorming_tool	0
breadth_self_efficacy	0
bridge_gap	0
bright_dark	0
bright_trait	0
brockner	0
brokerage_position	0
brown_colleague	0
brown_levinsons	0
bryman	0
build_confidence	0
building_confidence	0
building_erosion	0
building_incident	0
building_previous	0
building_testing	0
bullying_harassment	0
bureaucratic_organization	0
bureaucratic_structure	0
burnout	0
burnout_candidate	0
burnout_negative	0
burns_bass	0
business_decision	0
business_environment	0
business_performance	0
business_process	0
business_setting	0
business_strategy	0
business_studies	0
business_transformation	0
business_unit	0
bypass_organizational_outcome	0
calculative	0
calder_pfeffer	0
call_membership	0
call_transactional_transformational_leadership_model	0
capacity_influence	0
capacity_positive	0
care_employee	0
career_advancement	0
career_choice	0
career_oriented	0
career_path	0
career_success	0
caregiver	0
caregiver_responsiveness	0
caring_concern	0
carless	0
cascade_leadership	0
categorical_approach	0
categorization	0
categorization_theory	0
caucasians	0
causal_attribution	0
causal_chain	0
causal_direction	0
causal_explanation	0
causal_inference	0
causal_linkage	0
causal_model	0
causal_organizational_outcome	0
causal_process	0
causal_relation	0
causal_relationship	0
causality	0
causation	0
central_argument	0
central_characteristic	0
central_premise	0
central_social	0
central_tendency	0
central_tenet	0
central_understanding	0
centrality_expressive	0
centrality_work	0
centralization_decision_make	0
centralization_power	0
ceo_charismatic_leadership_theory	0
ceo_top_management	0
chain_command	0
chain_level	0
chain_management	0
chain_network	0
chain_project	0
chain_stakeholder	0
chairperson	0
challenge_face	0
challenge_opportunity	0
challenge_status	0
challenge_theory	0
challenging_approach	0
challenging_follower	0
challenging_task	0
challenging_theory	0
change_agent	0
change_commitment	0
change_composition	0
change_effort	0
change_environment	0
change_healthcare	0
change_in_group	0
change_initiation	0
change_initiative	0
change_innovation	0
change_leadership_transformational_leadership_theory	0
change_management	0
change_oriented	0
change_oriented_leader	0
change_original	0
change_process	0
change_project	0
change_related	0
change_situation	0
change_situational	0
change_specific	0
change_specific_behavior	0
change_status	0
change_time	0
change_transformation_oriented	0
changing_environment	0
channel_communication	0
characterise	0
characteristic_alignment	0
characteristic_anonymity	0
characteristic_behavior	0
characteristic_causality	0
characteristic_charismatic_leadership_theory	0
characteristic_circle	0
characteristic_climate	0
characteristic_decision	0
characteristic_dyad	0
characteristic_dyadic	0
characteristic_effective	0
characteristic_exchange	0
characteristic_exhibit	0
characteristic_follower	0
characteristic_high_characteristic	0
characteristic_improvement	0
characteristic_interpersonal	0
characteristic_japanese	0
characteristic_management	0
characteristic_person	0
characteristic_principalship	0
characteristic_related	0
characteristic_salient	0
characteristic_subordinate	0
characteristic_successful	0
characteristic_task	0
characteristic_teacher_work	0
characteristic_team_member	0
characteristic_vertical_dyad_linkage_theory	0
charge_nurse	0
charismatic_leadership_theory_antecedent	0
charismatic_leadership_theory_appeal	0
charismatic_leadership_theory_articulate	0
charismatic_leadership_theory_attractiveness	0
charismatic_leadership_theory_attribution	0
charismatic_leadership_theory_autocratic	0
charismatic_leadership_theory_behavior_follower	0
charismatic_leadership_theory_burnout	0
charismatic_leadership_theory_ceo	0
charismatic_leadership_theory_communication	0
charismatic_leadership_theory_component	0
charismatic_leadership_theory_compound	0
charismatic_leadership_theory_house	0
charismatic_leadership_theory_ideological	0
charismatic_leadership_theory_inspirational	0
charismatic_leadership_theory_intellectual	0
charismatic_leadership_theory_leader_articulate	0
charismatic_leadership_theory_leader_imagery	0
charismatic_leadership_theory_leader_inspirational	0
charismatic_leadership_theory_leader_institute	0
charismatic_leadership_theory_matter	0
charismatic_leadership_theory_non_charismatic_leadership_theory	0
charismatic_leadership_theory_phenomenon	0
charismatic_leadership_theory_president	0
charismatic_leadership_theory_rating	0
charismatic_leadership_theory_scale	0
charismatic_leadership_theory_servant	0
charismatic_leadership_theory_tendency	0
charismatic_leadership_theory_transformation_leadership	0
charismatic_leadership_theory_transformational_visionary	0
charismatic_leadership_theory_visionary	0
chief_executive	0
chinese_context	0
chinese_cultural	0
chinese_culture	0
chinese_family	0
chinese_firm	0
chinese_organization	0
chinese_society	0
chinese_student	0
chronic_self_schema	0
circumstance_people	0
circumvent	0
citizenship_behavior	0
citizenship_behavior_subordinate	0
citizenship_behaviour	0
civic_capacity	0
civic_virtue	0
claim_effective	0
claim_transformational	0
claim_transformational_leadership_theory	0
clarification_peer	0
clarify_expectation	0
clarify_role	0
clarity_job	0
classic_work	0
classical_greek	0
classical_greeks	0
classical_trait	0
classification_leadership	0
classification_scheme	0
classroom_observation	0
classroom_practice	0
clear_approach	0
client_environment	0
client_maturity	0
client_worker	0
climate_culture	0
climate_foster	0
climate_injury	0
climate_innovation	0
climate_related	0
climate_safety	0
climate_service	0
climate_support	0
climate_team	0
climate_wealth	0
climatic	0
climatic_resource	0
clinical_care	0
clinical_guideline	0
clinical_nurse	0
clinical_practice	0
clinical_supervision	0
clinical_teacher	0
clinician	0
close_action	0
close_charismatic_leadership_theory	0
close_distant_charismatic_leadership_theory	0
close_follower	0
close_leadership	0
close_relationship	0
close_supervision	0
closeness_centrality	0
closure_group	0
closure_individual	0
closure_political	0
closure_related	0
closure_scale	0
closure_time	0
co_existence	0
co_leadership	0
co_worker	0
co_worker_commitment_decision_value	0
coach_follower	0
coach_leadership	0
coach_mentor	0
coaching_behavior	0
coaching_monitoring	0
coaching_style	0
coalition_tactic	0
cognition_behavior	0
cognition_emotion	0
cognitive_ability	0
cognitive_affective	0
cognitive_base	0
cognitive_categorization	0
cognitive_category	0
cognitive_closure	0
cognitive_complexity	0
cognitive_emotional	0
cognitive_evaluation	0
cognitive_mechanism	0
cognitive_model	0
cognitive_process	0
cognitive_psychology	0
cognitive_resource	0
cognitive_resource_theory	0
cognitive_skill	0
cognitive_social	0
cognitive_structure	0
cohesion_performance	0
cohesive_group	0
cohesive_workgroup	0
collaborative	0
collaborative_work	0
collective_action	0
collective_approach	0
collective_efficacy	0
collective_good	0
collective_identity	0
collective_interest	0
collective_level	0
collective_level_identity	0
collective_mission	0
collective_resource	0
collective_sense	0
collective_sensemaking	0
collective_social	0
collective_team	0
collectivism	0
collectivist	0
collectivist_approach	0
collectivist_culture	0
collectivist_society	0
collectivity	0
collegial	0
collegiality	0
combat_condition	0
combination_high	0
combination_low	0
combination_strength	0
commitment_benefit	0
commitment_change	0
commitment_congruent	0
commitment_developmental	0
commitment_follower	0
commitment_higher	0
commitment_job	0
commitment_leader	0
commitment_motivation	0
commitment_organizational	0
commitment_personal	0
commitment_productivity	0
commitment_safety	0
commitment_satisfaction	0
commitment_specific	0
common_approach	0
common_dimension	0
common_element	0
common_fate	0
common_ground	0
common_interpretation	0
common_method	0
common_practice	0
common_purpose	0
common_source	0
common_source_bias	0
common_variance	0
commonality	0
communicate_approach	0
communication_channel	0
communication_component	0
communication_high	0
communication_medium	0
communication_reinforcement	0
communication_skill	0
communication_strategy	0
communication_style	0
communication_tactic	0
communication_team	0
communication_technology	0
community_member	0
community_practice	0
community_value	0
company_record	0
comparative_context	0
comparison_country	0
comparison_match	0
comparison_younger	0
compelling_approach	0
compelling_argument	0
compelling_direction	0
competence_combination	0
competence_confidence	0
competence_high_commitment	0
competence_self_determination	0
competence_variable	0
competitive_environment	0
competitive_innovative	0
competitive_priority	0
competitiveness	0
complementary_approach	0
complete_task	0
complete_understanding	0
complete_work	0
completion_task	0
complex_business	0
complex_decision_make	0
complex_domain	0
complex_environment	0
complex_interaction	0
complex_interdependent	0
complex_interplay	0
complex_phenomena	0
complex_system_governance	0
complex_systems	0
complexity_leadership	0
complexity_manager	0
complexity_uncertainty	0
compliance_influence	0
compliance_leader	0
compliant	0
component_authentic_leadership_theory	0
component_behavior	0
component_charismatic_leadership_theory	0
component_group_identity	0
component_model	0
component_procedural	0
component_self_concept	0
composite_measure	0
compositional_model	0
compositional_process	0
comprehensive_analysis	0
comprehensive_integrative	0
comprehensive_model	0
comprehensive_review	0
comprehensive_test	0
comprehensive_theoretical	0
comprehensive_theory	0
comprehensive_understanding	0
comprehensiveness	0
concept_authentic_leadership_theory	0
concept_authenticity	0
concept_charismatic_leadership_theory	0
concept_safety	0
concept_stress	0
concept_transformational_leadership_theory	0
conception_authentic_leadership_theory	0
conception_charismatic_leadership_theory	0
conception_leadership	0
conceptual_approach	0
conceptual_argument	0
conceptual_capacity	0
conceptual_definition	0
conceptual_difference	0
conceptual_distinction	0
conceptual_empirical	0
conceptual_framework	0
conceptual_language	0
conceptual_level	0
conceptual_link	0
conceptual_methodological	0
conceptual_overlap	0
conceptual_scheme	0
conceptual_similarity	0
conceptual_weakness	0
conceptual_work	0
conceptualisation	0
conceptualise	0
conceptualization_charismatic_leadership_theory	0
conceptualization_leadership	0
conceptualization_measurement	0
conceptualize	0
concern_employee	0
concern_follower	0
concern_group	0
concern_organization	0
concern_people	0
concern_respect	0
concern_subordinate	0
concern_welfare	0
concerned_charismatic_leadership_theory	0
concerned_group	0
concerned_individual	0
concerned_organizational_outcome	0
concerned_relationship	0
concerted_effort	0
concreteness	0
condition_high	0
condition_low	0
condition_participant	0
condition_safety	0
conditional_layer	0
conduct_analysis	0
conduct_context	0
conduct_empirical	0
conduct_field	0
conduct_laboratory	0
confederate_leader	0
confidence_ability	0
confidence_commitment	0
confidence_follower	0
confidence_level	0
confidence_motivation	0
confidence_subordinate	0
confident_ability	0
configurational	0
conflict_evidence	0
conflict_finding	0
conflict_resolution	0
confrontational	0
confucian_value	0
conger	0
conger_kanungo	0
conger_kanungo_scale	0
conger_kanungo_theory	0
congruence_leader_follower	0
congruency	0
congruent_follower	0
congruent_leader	0
congruent_leadership	0
connection_follower	0
connectionist	0
conscientious_individual	0
conscientious_leader	0
conscientiousness	0
conscientiousness_openness	0
conscientiousness_related	0
consensual	0
conservation_resource	0
conservation_value	0
considerable_attention	0
considerable_effort	0
considerable_empirical	0
considerable_evidence	0
considerable_extent	0
considerable_influence	0
considerable_overlap	0
considerable_personal	0
considerable_time	0
considerate_behavior	0
considerate_structuring	0
considerate_supportive	0
consideration_concern	0
consideration_degree	0
consideration_initiate	0
consideration_initiate_structure	0
consideration_leadership	0
consideration_measure	0
consideration_participation	0
consideration_satisfaction	0
consideration_structure	0
consideration_subordinate	0
consistent_behavior	0
construction_followership	0
construction_leadership	0
construction_reality	0
constructionism	0
constructive_criticism	0
constructive_feedback	0
constructive_leadership	0
constructive_transaction	0
consultancy	0
consultation_subordinate	0
consultation_tactic	0
consultative_leadership	0
consultative_participative	0
consultative_style	0
contact_member	0
contact_organization	0
contact_people	0
contemporary_approach	0
contemporary_leadership	0
contemporary_organization	0
context_corporate	0
context_factor	0
context_influence	0
context_innovation	0
context_knowledge	0
